"WORDS";"ABBREVIATIONS";"LANGUAGES"
"légitime";"légit.";"fre"
"legitimerade";"legit.";"swe"
"legk-";"legk.";"rus"
"legkobetonn-";"legkobeton.";"rus"
"legkoplavk-";"legkoplavk.";"rus"
"Legnic-";"Legn.";"pol"
"légno";"n.a.";"ita"
"legocn-";"legocn.";"rus"
"légoltalom";"légolt.";"hun"
"legpuzzel-";"n.a.";"dut"
"legszebb";"n.a.";"hun"
"légtechnika";"légtech.";"hun"
"Leguane";"n.a.";"ger"
"légügy";"légü.";"hun"
"legújabbkor";"n.a.";"hun"
"legum-";"legum.";"mul"
"légume";"n.a.";"fre"
"legumicultură";"legumic.";"rum"
"légumier-";"légum.";"fre"
"Legung";"Leg.";"ger"
"Lehanion";"Leh.";"gre"
"lehdistö";"n.a.";"fin"
"lehekülg";"lehek.";"est"
"lehetőség";"lehet.";"hun"
"lehk-";"lehk.";"cze"
"Lehramt";"n.a.";"ger"
"Lehranstalt";"Lehranst.";"ger"
"Lehrbogen";"Lehrbogen";"ger"
"Lehrbuch";"Lehrb.";"ger"
"lehre";"n.a.";"ger"
"Lehrende";"Lehr.";"ger"
"Lehrer";"Lehr.";"ger"
"Lehrerin";"Lehr.";"ger"
"Lehrgang";"Lehrg.";"ger"
"Lehrhilfe";"n.a.";"ger"
"Lehrjahr";"n.a.";"ger"
"Lehrkraft";"n.a.";"ger"
"Lehrling";"Lehrl.";"ger"
"Lehrmaterial-";"Lehrmater.";"ger"
"Lehrmittel";"Lehrm.";"ger"
"Lehrplan";"Lehrpl.";"ger"
"Lehrplanverzeichnis";"Lehrplanverz.";"ger"
"Lehrpraktisch";"Lehrprakt.";"ger"
"Lehrprogramm";"Lehrprogr.";"ger"
"Lehrschau";"Lehrsch.";"ger"
"Lehrstuhl";"n.a.";"ger"
"Lehrte";"n.a.";"ger"
"Lehrtext";"n.a.";"ger"
"Lehrveranstaltung";"Lehrveranst.";"ger"
"lehti";"n.a.";"fin"
"Leibeserziehung";"Leibeserzieh.";"ger"
"Leibesübung";"Leibesüb.";"ger"
"leibkon-";"leibk.";"est"
"Leibnitianus";"Leibnit.";"lat"
"Leicester";"Leic.";"eng"
"Leicestershire";"Leics.";"eng"
"Leichlingen";"Leichl.";"ger"
"leicht";"n.a.";"ger"
"Leichtathletik";"Leichtathlet.";"ger"
"Leichtbau";"n.a.";"ger"
"leichtgemacht";"n.a.";"ger"
"Leichtindustrie";"Leichtind.";"ger"
"Leichtmetall";"Leichtmet.";"ger"
"Leichtwasserreaktor-";"Leichtwasserreakt.";"ger"
"Leiden-";"n.a.";"dut"
"leidens-";"leiden.";"lat"
"leider";"n.a.";"dut"
"Leiderdorp";"n.a.";"dut"
"Leidersbach";"Leidersb.";"ger"
"leidimas";"leidim.";"lit"
"leiding";"leid.";"dut"
"leidinys";"n.a.";"lit"
"leído";"n.a.";"spa"
"leidraad";"n.a.";"dut"
"Leidschendam";"n.a.";"dut"
"Leidse";"n.a.";"dut"
"leidyb-";"leidyb.";"lit"
"Leimersheim";"Leimersh.";"ger"
"Leimuiden";"n.a.";"dut"
"Leinfelden";"Leinf.";"ger"
"Leipzig";"Leipz.";"ger"
"Leipziger";"Leipz.";"ger"
"leiri-";"leir.";"fin"
"Leisten";"Leist.";"ger"
"Leistung-";"Leist.";"ger"
"leisur-";"leis.";"eng"
"leisurewear";"leisurew.";"eng"
"leitend";"leit.";"ger"
"Leiter";"Leit.";"ger"
"Leitfaden";"Leitf.";"ger"
"Leithammel";"n.a.";"ger"
"Leitlinie";"Leitlin.";"ger"
"leitourg-";"leitourg.";"gre"
"Leitrim";"n.a.";"eng"
"Leitsatz";"n.a.";"ger"
"Leitsatzkartei";"n.a.";"ger"
"Leitsatzübersicht";"Leitsatzübers.";"ger"
"Leitstelle";"n.a.";"ger"
"Leittechni-";"Leittech.";"ger"
"Leitung";"Leit.";"ger"
"leitura";"n.a.";"por"
"lejdi";"n.a.";"bul"
"lejkozologia";"lejkozol.";"rus"
"lejlighed";"lejl.";"dan"
"lekarʹ";"lek.";"rus"
"lekar-";"lék.";"pol, bul, cze"
"lekárnick-";"lekárn.";"slo"
"lékařství";"lék.";"cze"
"lekarstvoveden-";"lekarstvoved.";"rus"
"lekc-";"lekc.";"bul"
"leketøblad-";"leketøbl.";"nor"
"leketøy";"n.a.";"nor"
"leketøyhandl-";"leketøyhandl.";"nor"
"lekker";"n.a.";"dut"
"lekkiego";"lekk.";"pol"
"lekman";"n.a.";"swe"
"lekovit-";"lek.";"bul"
"leksik-";"leks.";"rus"
"leksikograf-";"leksikogr.";"srp"
"leksikonservice";"leksikonserv.";"nor"
"leksykon";"leks.";"pol"
"lektion";"lekt.";"dan"
"lektira";"lekt";"bos"
"lektor-";"lektor.";"rus"
"lektur-";"lekt.";"pol"
"Lektüre";"Lekt.";"ger"
"lektuur";"lekt.";"dut"
"Lelemedia";"n.a.";"eng"
"lelkiegészség";"lelkiegészs.";"hun"
"lelőhely";"lelőh.";"hun"
"lelőhelyjegyzék";"lelőhj.";"hun"
"leltár";"lelt.";"hun"
"Lelystad";"n.a.";"dut"
"lémanique";"léman.";"fre"
"lembaga";"lemb.";"ind"
"lembah";"n.a.";"ind"
"lembar";"n.a.";"ind"
"lemiant-";"lemiant.";"lit"
"lemn-";"lemn.";"rum"
"lendemain";"n.a.";"fre"
"lending";"lend.";"eng"
"Lengerich";"n.a.";"ger"
"length";"n.a.";"eng"
"lengua";"leng.";"spa"
"lenguaje";"leng.";"spa"
"lengv-";"lengv.";"lit"
"lengyel";"le.";"hun"
"Lengyelország";"Leorsz.";"hun"
"leninabadsk-";"leninab.";"rus"
"Leningrad";"Leningr.";"mul"
"Leningrader";"Leningr.";"ger"
"leningradsk-";"leningr.";"rus"
"léninisme";"lénin.";"fre"
"Leninismus";"Lenin.";"ger"
"leninist-";"lenin.";"mul"
"leninizmus";"lenin.";"hun"
"leninsk-";"lenin.";"rus"
"lenipar";"lenip.";"hun"
"lenk";"lenk.";"ger"
"lenkotriene";"n.a.";"eng"
"Lenkrad";"n.a.";"ger"
"Lennestadt";"n.a.";"ger"
"Lennox";"n.a.";"eng"
"Lennoxville";"Lennoxv.";"eng"
"lennsmannsbetjent";"n.a.";"nor"
"lensmannsetat-";"n.a.";"nor"
"lentä-";"lent.";"fin"
"lentera";"n.a.";"ind"
"lentil-";"n.a.";"mul"
"Lenzinger";"Lenzing.";"ger"
"leōfor-";"leōfor.";"gre"
"leon-";"n.a.";"mul"
"Leonberg";"Leonb.";"ger"
"Leonteio";"Leont.";"gre"
"léopard";"n.a.";"fre"
"Léopoldin-";"Léopold.";"fre"
"Leopoldsdorf";"n.a.";"ger"
"Leopoldshafen";"Leopoldshaf.";"ger"
"lepení";"lep.";"cze"
"lepianitik-";"lepianitik.";"gre"
"lépidoptèr-";"lépid.";"spa, fre"
"lepidopterolog-";"lepidopterol.";"spa"
"lepoglavsk-";"lepoglav.";"hrv"
"lepota";"n.a.";"srp"
"leprolog-";"leprol.";"mul"
"leprosy";"lepr.";"eng"
"leptospirosis";"n.a.";"eng"
"leraren";"n.a.";"dut"
"lerarenabonnement";"lerarenabonn.";"dut"
"lerarenagenda";"n.a.";"dut"
"lerarenopleider";"n.a.";"dut"
"Lerche";"n.a.";"ger"
"Lérida";"n.a.";"spa"
"leridano";"lerid.";"spa"
"lernbehindert-";"lernbehind.";"ger"
"Lernen";"Lern.";"ger"
"Lernfeld";"n.a.";"ger"
"Lernhilfe";"n.a.";"ger"
"Lernort";"n.a.";"ger"
"lerou";"n.a.";"gre"
"Les Sables-d'Olonne";"n.a.";"fre"
"lesarstv-";"lesar.";"slv"
"lesatehni-";"lesateh.";"bel"
"lesbian";"n.a.";"eng"
"lesbiennejongerenkrant";"lesbiennejongerenkr.";"dut"
"lesbiennekrant";"lesbiennekr.";"dut"
"lesbisch";"n.a.";"dut"
"lesbisk";"n.a.";"swe"
"Lesbos";"n.a.";"gre"
"lesbrief";"n.a.";"dut"
"Leseblatt";"Lesebl.";"ger"
"Lesebuch";"Leseb.";"ger"
"lesen-";"les.";"ger"
"Leser";"Les.";"ger"
"Leseranalyse";"Leseranal.";"ger"
"Lesezirkel";"n.a.";"ger"
"leshē";"n.a.";"gre"
"Lesinitsa";"Lesin.";"gre"
"lesioen";"n.a.";"baq"
"lesion";"n.a.";"eng"
"Lesjaskog";"n.a.";"nor"
"Leskovac";"Leskov.";"srp"
"Leslieville";"Lesliev.";"eng"
"lesn-";"leśn.";"rus, pol"
"lesoèkspluataci-";"lesoèkspl.";"rus"
"lesohim-";"lesohim.";"rus"
"lesohozâjstv-";"lesohoz.";"rus"
"lesoinžener-";"lesoinž.";"rus"
"lesokruhy";"n.a.";"slo"
"lesokulʹtur-";"lesokulʹt.";"rus"
"lesomateri-";"lesomater.";"rus"
"lesopolʹzovanie";"lesopolʹz.";"rus"
"lesopromyšlenn-";"lesoprom.";"rus"
"lesorazrabot-";"lesorazrab.";"rus"
"lesotehni-";"lesoteh.";"rus"
"Lesotho";"n.a.";"ger"
"lesovʺd-";"lesovʺd.";"bul"
"lesoveden-";"lesoved.";"rus"
"lesovod-";"lesovod.";"rus"
"lesozaŝit-";"lesozaŝ.";"rus"
"lesser";"n.a.";"eng"
"Lesser Slave Lake";"n.a.";"eng"
"lessico";"n.a.";"ita"
"lessicograf-";"lessicogr.";"ita"
"Lessinois-";"Lessin.";"fre"
"lesson";"n.a.";"eng"
"lessovyj";"n.a.";"rus"
"lestari";"n.a.";"may"
"lesturgeon";"n.a.";"dut"
"Lesung";"Les.";"ger"
"leszczyńsk-";"leszcz.";"pol"
"letal-";"letal.";"slv"
"letatelʹnyj";"letatelʹn.";"rus"
"Letchmore Heath";"n.a.";"eng"
"letec-";"letec.";"cze"
"letectví";"letec.";"cze"
"Lethaeus";"n.a.";"lat"
"Lethbridge";"n.a.";"eng"
"letn-";"letn.";"rus"
"letná";"n.a.";"slo"
"letno";"n.a.";"slv"
"letopis";"letop.";"bul"
"letra-";"let.";"spa"
"letridiidae";"n.a.";"mul"
"létszám";"létsz.";"hun"
"létszámmeghatározás";"létszmeghat.";"hun"
"letter-";"lett.";"eng, ita"
"Lettica";"n.a.";"lat"
"Lettland";"Lettl.";"ger"
"lettra";"lett.";"ita"
"lettre";"lett.";"fre"
"lettur-";"lett.";"ita"
"Lëtzebuerg";"Lëtzebg.";"ltz"
"Leuchte";"n.a.";"ger"
"leuchten";"leucht.";"ger"
"Leuchtstoff-";"Leuchtst.";"ger"
"Leuchtturm";"n.a.";"ger"
"leucocyte";"leucoc.";"fre"
"Leudal";"n.a.";"dut"
"Leukad-";"Leukad.";"gre"
"leukaditik-";"leukad.";"gre"
"leukaemia";"leuk.";"ger"
"leukaemogenes-";"leukaemog.";"eng"
"leukemi-";"leuk.";"mul"
"leukemogenesis";"leukemogenes.";"eng"
"leukocyte";"leukoc.";"eng"
"leukōma";"n.a.";"gre"
"Leukōsia";"n.a.";"gre"
"leukotri-";"leukot.";"fre, eng"
"leukste";"n.a.";"dut"
"Leusden";"n.a.";"dut"
"Leuven";"n.a.";"dut"
"levande-";"lev.";"swe"
"Levanger";"n.a.";"nor"
"levantament-";"levant.";"por"
"Levante";"n.a.";"ger"
"levantin";"levant.";"fre"
"levantino";"levant.";"spa"
"levatrice";"levatr.";"ita"
"leveår";"n.a.";"nor"
"levegőszennyez-";"levegőszenny.";"hun"
"level";"lev.";"eng, hun"
"levelestár";"levtár.";"hun"
"levelez-";"lev.";"hun"
"levéltár";"lvt.";"hun"
"levéltártan";"lvtt.";"hun"
"levéltrágya";"levtrágya.";"hun"
"levéltrágyázás";"levtrágy.";"hun"
"levende";"n.a.";"dut"
"levensbeschouwing";"levensbeschouw.";"dut"
"levensboom";"n.a.";"dut"
"levensloop";"n.a.";"dut"
"levensmiddelen";"n.a.";"dut"
"levensvekeer";"n.a.";"dut"
"levensverzekering";"levensverzek.";"dut"
"leverag-";"n.a.";"eng"
"leveranciersgids";"n.a.";"dut"
"leverandør";"n.a.";"nor"
"leverandøravis";"n.a.";"nor"
"leverantör";"n.a.";"swe"
"levering";"lever.";"dan"
"Leverkusen";"Leverk.";"ger"
"levevilkår";"levevilk.";"dan"
"levied";"n.a.";"eng"
"lévinassien-";"lévinas.";"fre"
"levnad";"levn.";"swe"
"levnedsmiddelinstit-";"levnedsmiddelinst.";"dan"
"levnedsmidel";"n.a.";"dan"
"levoberežnyj";"n.a.";"rus"
"levottom-";"levott.";"fin"
"Levrard";"n.a.";"fre"
"lewen";"lew.";"afr"
"lexical";"lex.";"fre"
"lexicograf-";"lexicogr.";"spa"
"lexicograph-";"lexicogr.";"fre"
"Lexicographica";"Lexicogr.";"ger"
"lexicography";"lexicogr.";"eng"
"lexicologie";"lexicol.";"fre"
"lexicométrie";"lexicom.";"fre"
"lexicon";"lex.";"dut"
"lexikograf-";"lexikogr.";"gre"
"lexikon";"lex.";"swe"
"lexikonsorozat";"lexsor.";"hun"
"Lexikothek";"lexikoth.";"ger"
"Lexington";"Lexingt.";"eng"
"lexique";"lex.";"fre"
"lexisla-";"lexis.";
"Leyden";"n.a.";"dut"
"leyendo";"n.a.";"spa"
"lezende";"n.a.";"dut"
"lezing";"n.a.";"dut"
"lezion-";"lez.";"ita"
"liability";"liabil.";"eng"
"liaison";"n.a.";"fre"
"lianempor-";"lianemp.";"gre"
"liaudišk-";"liaud.";"lit"
"libanais";"liban.";"fre"
"Libanon";"Liban.";"ger"
"libar";"n.a.";"hrv"
"libellenonderzoek-";"libellenonderz.";"dut"
"libellum";"n.a.";"lat"
"liber";"n.a.";"lat"
"liber-";"lib.";"rum"
"liberal-";"lib.";"eng"
"libérat-";"lib.";"fre"
"liberator";"lib.";"eng"
"liberazione";"lib.";"ita"
"liberdade";"lib.";"por"
"libérer";"lib.";"fre"
"Liberia";"n.a.";"ger"
"liberian";"n.a.";"eng"
"libero";"lib.";"ita"
"libertà";"lib.";"ita"
"libertad";"lib.";"spa"
"libertador";"libert.";"spa"
"libertär";"libert.";"ger"
"libertarian";"libert.";"eng"
"libertario";"libert.";"ita"
"libertas";"lib.";"lat"
"libertate";"lib.";"rum"
"liberté";"lib.";"fre"
"liberty";"lib.";"eng"
"libido";"n.a.";"fre"
"libr-";"libr.";"lat"
"librair-";"libr.";"fre"
"librar-";"libr.";"ita, eng"
"librarianship";"librariansh.";"eng"
"libre";"n.a.";"fre"
"libre-échange";"n.a.";"fre"
"libreri-";"libr.";"ita"
"librettist-";"librett.";"fre, eng"
"Librije";"n.a.";"dut"
"libris";"n.a.";"lat"
"libro";"n.a.";"spa"
"libur-";"libur.";"baq"
"liburnijsk-";"liburnij.";"hrv"
"libyan";"n.a.";"eng"
"Libyen";"n.a.";"ger"
"ličan";"lič.";"srp"
"licealny-";"liceal.";"pol"
"licence";"n.a.";"eng"
"licenced";"licenc.";"eng"
"licencia";"licenc.";"spa"
"licenciado";"licenc.";"spa"
"licencier";"licenc.";"fre"
"licens-";"licens.";"eng"
"licentiate";"licent.";"eng"
"liceo";"n.a.";"ita"
"liceu-";"n.a.";"rum"
"lichaam";"n.a.";"dut"
"lichamelijk-";"licham.";"dut"
"lichen";"n.a.";"eng"
"lichenolog-";"lichenol.";"mul"
"Lichfield";"Lichf.";"eng"
"Licht";"n.a.";"ger"
"Lichtbild";"n.a.";"ger"
"Lichtblick";"n.a.";"ger"
"Lichtbogen";"Lichtbog.";"ger"
"Lichte";"n.a.";"dut"
"Lichteinwirkung";"Lichteinwirk.";"ger"
"Lichtenau";"n.a.";"ger"
"Lichtenberg";"Lichtenb.";"ger"
"lichtenlijst";"lichtenl.";"dut"
"Lichtenrader";"Lichtenrad.";"ger"
"Lichtervelde";"n.a.";"dut"
"Lichtwellenleiter";"Lichtwellenleit.";"ger"
"licitación";"licit.";"spa"
"licitat̡ie";"n.a.";"rum"
"licitation";"licit.";"mul"
"licki";"n.a.";"hrv"
"ličn-";"lič.";"srp, rus"
"liczb-";"licz.";"pol"
"Lidcombe";"n.a.";"eng"
"lidelse";"n.a.";"dan"
"Lidenlund";"n.a.";"dan"
"líder";"n.a.";"spa"
"liderazgo";"n.a.";"spa"
"lidhj-";"lidh.";"alb"
"lidiana";"n.a.";"spa"
"lidov-";"lid.";"cze"
"lidstvo";"n.a.";"slo"
"līdzekļ-";"līdz.";"lav"
"Liebe";"n.a.";"ger"
"lieben";"lieb.";"ger"
"Liebenzell";"n.a.";"ger"
"Liebfrauenbote";"n.a.";"ger"
"Liebhaber-";"Liebh.";"ger"
"Liechtenstein";"Liecht.";"ger"
"liečiv-";"lieč.";"slo"
"Liedekerke";"n.a.";"dut"
"liefde";"n.a.";"dut"
"Lieferant-";"Lief.";"ger"
"liefern";"lief.";"ger"
"Lieferung";"Lief.";"ger"
"liefhebb-";"liefhebb.";"dut"
"Liège";"n.a.";"fre"
"liégeois";"n.a.";"fre"
"Liegnitz-";"Liegnitz.";"ger"
"liehu-";"lieh.";"fin"
"lieková";"liek.";"slo"
"liel-";"liel.";"lav"
"Liemers";"n.a.";"dut"
"Liepāja";"n.a.";"lav"
"lieta";"n.a.";"lav"
"lietišķā";"n.a.";"lav"
"lietopis";"n.a.";"hrv"
"lietpratējs";"lietprat.";"lav"
"Lietuv-";"Liet.";"lit"
"lietuvos";"liet.";"lit"
"lieutenant";"lieuten.";"fre, eng"
"life-boat";"n.a.";"eng"
"lífeindafræðinga";"n.a.";"ice"
"lifeline";"n.a.";"eng"
"lifelong";"n.a.";"eng"
"lifesaving";"lifesav.";"eng"
"lifeskill-";"lifesk.";"eng"
"lifespan";"lifesp.";"eng"
"lifestream";"n.a.";"eng"
"lifestyle";"n.a.";"eng"
"lifetime";"n.a.";"eng"
"lifting";"lift.";"eng"
"liftinstituut";"liftinst.";"dut"
"lifttechniek";"lifttech.";"dut"
"Liga";"n.a.";"ger"
"ligablad";"ligabl.";"dut"
"ligand";"n.a.";"eng"
"liger-";"n.a.";"spa"
"ligérien";"n.a.";"fre"
"light";"n.a.";"eng"
"light-";"light.";"eng"
"lighthouse";"n.a.";"eng"
"lightware";"n.a.";"eng"
"lightweight";"n.a.";"eng"
"ligjor-";"ligj.";"alb"
"lignage";"n.a.";"fre"
"ligne";"n.a.";"fre"
"ligning";"n.a.";"nor"
"ligningsbok";"ligningsb.";"nor"
"lignite";"n.a.";"eng"
"lignitic";"lignit.";"eng"
"lignocellulos-";"lignocellul.";"eng"
"ligų";"n.a.";"lit"
"ligue";"n.a.";"fre"
"līgums";"līg.";"lav"
"ligur-";"n.a.";"ita"
"lihantuotanto";"lihantuot.";"fin"
"lihovar-";"lihov.";"cze"
"liidus";"liid.";"est"
"liikekalenteri";"liikekalent.";"fin"
"liikeliito";"liikel.";"fin"
"liikemies";"n.a.";"fin"
"liikenne";"liik.";"fin"
"liiketaloudellinen";"liiketal.";"fin"
"liiketaloustiede";"liiketaloust.";"fin"
"liiketiede";"liiket.";"fin"
"liiketyonantaja";"liiketyon.";"fin"
"liikkua";"liik.";"fin"
"liiklus";"liikl.";"est"
"liikmeskond";"liikmesk.";"est"
"liikunta";"liik.";"fin"
"liiteraportti";"liiterap.";"fin"
"liito";"n.a.";"fin"
"liittokokous";"liittokok.";"fin"
"liittotasavalta";"n.a.";"fin"
"Liivimaa";"n.a.";"est"
"liječe-";"liječ.";"hrv"
"lijecnick-";"lijec.";"srp"
"lijecnik-";"lijec.";"hrv"
"lijek-";"lijek.";"hrv"
"lijstenboek";"lijstenb.";"dut"
"lijster-";"n.a.";"dut"
"lìkarcʹk-";"lìkar.";"ukr"
"likerovodočn-";"likerovodočn.";"rus"
"likestilling";"likestill.";"nor"
"likim-";"likim.";"lit"
"likörfabrik-";"likörfabr.";"ger"
"likorn-";"likor.";"hrv"
"likovni";"likov.";"hrv"
"likuma";"n.a.";"lav"
"likumpārkāp-";"likumpārkāp.";"lav"
"likuvalʹnij";"lik.";"ukr"
"likvid-";"likvid.";"rus"
"liliane";"n.a.";"dut"
"Lilienthal";"n.a.";"ger"
"lilje";"n.a.";"dan"
"lille";"n.a.";"dan"
"lilliput";"n.a.";"mul"
"lilloanus";"lillo.";"lat"
"lillois";"n.a.";"fre"
"limbă";"n.a.";"rum"
"Limburg";"Limbg.";"dut"
"limelight";"n.a.";"eng"
"limenika";"limen.";"gre"
"limenisk-";"n.a.";"lav"
"limenos";"n.a.";"gre"
"Limerick";"n.a.";"eng"
"Limestone";"Limest.";"eng"
"limit";"n.a.";"eng"
"limitado";"ltd.";"spa"
"limitation";"limit.";"eng"
"limite";"lte.";"fre"
"limited";"ltd.";"eng"
"limiter";"n.a.";"fre"
"limitrophe";"limitr.";"fre"
"limnica";"limn.";"rum"
"limnolog-";"limnol.";"mul, hun"
"Limoges";"n.a.";"fre"
"Limoilou";"n.a.";"fre"
"limonad-";"limonad.";"fre"
"limousin-";"n.a.";"fre"
"limpede";"n.a.";"rum"
"limpeza";"limp.";"por"
"limpieza";"limp.";"spa"
"limpio";"n.a.";"spa"
"lince-";"n.a.";"ita"
"linceo";"n.a.";"ita"
"linceul";"n.a.";"fre"
"Lincoln";"Linc.";"eng"
"Lincolnshire";"Lincs.";"eng"
"Lindau";"n.a.";"ger"
"Lindau-";"Lindau.";"ger"
"Linden";"n.a.";"ger"
"línea";"n.a.";"spa"
"linéaire";"n.a.";"fre"
"lineal";"n.a.";"spa"
"linear";"n.a.";"eng"
"linejn-";"linej.";"bul"
"linfología";"linfol.";"spa"
"lingadje";"ling.";"roa"
"Lingen-";"Lingen.";"ger"
"lingerie";"n.a.";"fre"
"lingkar";"lingk.";"ind"
"lingkaran";"lingk.";"ind"
"lingkungan";"lingkung.";"ind"
"lìngua";"lìng.";"ita"
"linguagem";"ling.";"por"
"lingüíst-";"linguist.";"spa, mul"
"lingvistik";"lingvist.";"swe"
"lingvistikk";"lingvist.";"nor"
"lingwistycz-";"lingwist.";"pol"
"lingwistyka";"lingwist.";"pol"
"línia";"lín.";"slo"
"liniar";"n.a.";"rum"
"Linie";"Lin.";"dan, ger"
"linière";"n.a.";"fre"
"linija";"lin.";"hrv"
"lining";"n.a.";"eng"
"linje";"n.a.";"swe"
"linkage";"link.";"eng"
"linker";"link.";"eng"
"linking";"link.";"eng"
"linkletter";"linklett.";"eng"
"Linkoping";"Linkop.";"swe"
"links-";"n.a.";"dut"
"linna";"n.a.";"fin"
"linnaeisch-";"linn.";"ger"
"linnean";"linn.";"eng"
"linneana";"n.a.";"lat"
"linnéen-";"linn.";"fre"
"linnenindustrie";"linnenind.";"dut"
"linnut";"n.a.";"fin"
"linoleum";"n.a.";"eng"
"Linotype";"n.a.";"ger"
"Linschoten";"n.a.";"dut"
"lintas";"n.a.";"ind"
"linter";"n.a.";"eng"
"linterna";"n.a.";"spa"
"Lintig";"n.a.";"ger"
"Lintorfer";"Lintorf.";"ger"
"lintuasema";"lintuas.";"fin"
"lintutieteelli-";"lintutiet.";"fin"
"Linz-";"Linz.";"ger"
"liofilʹnostʹ";"liofilʹ.";"rus"
"lionismo";"n.a.";"ita"
"lipanj-";"lipanj.";"hrv"
"lipeck-";"lipeck.";"rus"
"lipican-";"lipican.";"hrv"
"lipid";"n.a.";"eng, ger, rus"
"lipidforum";"n.a.";"swe"
"lipido";"n.a.";"spa"
"lipidology";"lipidol.";"eng"
"lipidomics";"lipidom.";"eng"
"Lipizzaner";"n.a.";"dan"
"lipochim-";"lipochim.";"ita, rum, fre"
"lipovljan-";"lipovljan.";"hrv"
"lipped";"lipp.";"eng"
"Lippenhuizen";"n.a.";"dut"
"lippisch-";"lipp.";"ger"
"Lipponen";"n.a.";"fin"
"lipsk-";"n.a.";"cze"
"liquef-";"liq.";"eng"
"liquid-";"liq.";"fre, eng"
"liquor-";"liquor.";"eng"
"Liquordiagnos-";"Liquordiagn.";"ger"
"liric-";"lir.";"ita"
"lisast-";"lisast.";"slv"
"Lisboa";"Lisb.";"por"
"Lisbonne";"Lisb.";"fre"
"lise-";"lise.";"tur"
"Liselund";"Lisel.";"dan"
"lisensiaatti";"lis.";"fin"
"Lismore";"n.a.";"eng"
"lisovij";"n.a.";"ukr"
"list-";"list.";"hrv"
"lista";"n.a.";"spa"
"listasafn-";"listsfn.";"ice"
"listen";"n.a.";"eng"
"listing";"n.a.";"eng"
"listok";"list.";"eng"
"listoprokatnyj";"listoprok.";"rus"
"listy";"n.a.";"slo"
"Litauen";"Litau.";"nor"
"litejnyj";"n.a.";"rus"
"litelantes";"n.a.";"lat"
"literack-";"lit.";"pol"
"literacy";"lit.";"eng"
"literair";"lit.";"dut"
"literar-";"lit.";"eng"
"literárn-";"lit.";"cze"
"literat-";"lit.";"mul"
"lithgow";"n.a.";"eng"
"lithic";"n.a.";"eng"
"lithium";"n.a.";"eng"
"lithograph-";"lithogr.";"mul"
"Lithoijen";"n.a.";"dut"
"litholog-";"lithol.";"mul"
"lithoprinter";"lithopr.";"eng"
"Lithos";"n.a.";"gre, ger"
"lithostratigraph-";"lithostratigr.";"eng"
"lithotripsy";"lithotr.";"eng"
"lithuani-";"lith.";"mul"
"litigation";"litig.";"eng"
"litigator";"litig.";"eng"
"litodinam-";"litodin.";"rus"
"litografi";"litogr.";"nor"
"litohimi-";"litohim.";"rus"
"litolog-";"litol.";"mul"
"Litomericensia";"n.a.";"lat"
"lìtopis";"lìtop.";"ukr"
"litoral";"n.a.";"spa"
"litovio";"n.a.";
"litovsk-";"litov.";"rus"
"litterae";"litt.";"lat"
"littéraire";"litt.";"fre"
"litterar-";"litt.";"ita"
"litteratur";"litt.";"swe"
"littérature";"litt.";"fre"
"little";"n.a.";"eng"
"Little-Rock";"n.a.";"eng"
"littlefoot";"n.a.";"eng"
"littoral";"n.a.";"fre"
"lituan-";"litu.";"ita, fre, spa, lit"
"liturg-";"liturg.";"pol, fre, eng"
"liturgy";"n.a.";"eng"
"litvy";"n.a.";"lit"
"livable";"n.a.";"eng"
"livada";"n.a.";"rum"
"livar-";"livar.";"srp"
"livarnij";"n.a.";"ukr"
"live-stock";"live-st.";"eng"
"Liverpool";"Liverp.";"eng"
"livestock";"livest.";"eng"
"livet";"n.a.";"dan"
"Livigno";"n.a.";"mul"
"living";"n.a.";"eng"
"Livingstone";"n.a.";"eng"
"Livorno";"n.a.";"ita"
"livräddare";"livrädd.";"swe"
"livraison";"n.a.";"fre"
"livre";"n.a.";"fre"
"livreiro";"livr.";"por"
"livret";"n.a.";"fre"
"livro";"n.a.";"por"
"livsåskådning";"livsåskådn.";"swe"
"livsforsikring";"livsforsikr.";"nor"
"livsfråg-";"n.a.";"swe"
"livslängdstabell";"n.a.";"swe"
"livsmedel";"livsmed.";"swe"
"livsstil";"n.a.";"swe"
"livssyn";"n.a.";"nor"
"lizard";"n.a.";"ita"
"lizing";"líz.";"rus, hun"
"ljek-";"ljek.";"hrv"
"ljetopis";"ljetop.";"hrv"
"ljevarsk-";"ljevar.";"hrv"
"Ljouwert";"n.a.";"dut"
"ljubav";"n.a.";"hrv"
"ljubavn-";"ljubav.";"hrv"
"ljubez-";"ljubez.";"slv"
"ljubimci";"ljubim.";"hrv"
"ljubit-";"ljubit.";"hrv"
"Ljubljana";"Ljubl.";"slv, slo"
"ljubušk-";"ljubuš.";"srp"
"ljud-";"ljud.";"bos, slv, hrv"
"ljudteknik";"ljudtek.";"swe"
"Ljungandalen";"n.a.";"swe"
"llamada";"n.a.";"spa"
"llegende";"n.a.";"cat"
"Lleida";"n.a.";"cat"
"lleng-";"lleng.";"cat"
"lletra";"n.a.";"cat"
"llibertario";"llibert.";"cat"
"llibertat";"llib.";"cat"
"llibre";"n.a.";"cat"
"llibrer-";"llibr.";"cat"
"llibreta";"llibr.";"cat"
"llicenciat";"llicenc.";"cat"
"lliterar-";"llit.";"cat"
"Lloydminster";"n.a.";"eng"
